"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV2_19","SV",2,"Därför innehåller fördraget bestämmelser där sådant stöd förklaras oförenligt med den inre marknaden i en lång rad fall.","Detta tas upp i artikel 3.1 i vårt förslag. Statligt stöd snedvrider konkurrensen.","Driftsstöd kan bara godkännas om det sannolikt kommer att ha positiva effekter. I vår förordning föreslås en plan med åtgärder för att mildra miljökonsekvenserna av kolanvändning för att uppväga de negativa effekterna av stödet."
"SV2_20","SV",2,"Driftsstöd kan bara godkännas om det sannolikt kommer att ha positiva effekter.","Statligt stöd snedvrider konkurrensen. Därför innehåller fördraget bestämmelser där sådant stöd förklaras oförenligt med den inre marknaden i en lång rad fall.","I vår förordning föreslås en plan med åtgärder för att mildra miljökonsekvenserna av kolanvändning för att uppväga de negativa effekterna av stödet. Den tredje och sista punkten jag vill ta upp är att eftersom målet med driftsstödet är att bidra till en övergång till nedläggning av gruvor som inte är konkurrenskraftiga, står det klart att dessa nedläggningar måste ske gradvis och inte kan äga rum förrän tidsfristen löper ut."
"SV2_21","SV",2,"I vår förordning föreslås en plan med åtgärder för att mildra miljökonsekvenserna av kolanvändning för att uppväga de negativa effekterna av stödet.","Därför innehåller fördraget bestämmelser där sådant stöd förklaras oförenligt med den inre marknaden i en lång rad fall. Driftsstöd kan bara godkännas om det sannolikt kommer att ha positiva effekter.","Den tredje och sista punkten jag vill ta upp är att eftersom målet med driftsstödet är att bidra till en övergång till nedläggning av gruvor som inte är konkurrenskraftiga, står det klart att dessa nedläggningar måste ske gradvis och inte kan äga rum förrän tidsfristen löper ut. Denna gradvisa metod måste fastställas tydligt i nedläggningsplanen."
"SV2_22","SV",2,"Den tredje och sista punkten jag vill ta upp är att eftersom målet med driftsstödet är att bidra till en övergång till nedläggning av gruvor som inte är konkurrenskraftiga, står det klart att dessa nedläggningar måste ske gradvis och inte kan äga rum förrän tidsfristen löper ut.","Driftsstöd kan bara godkännas om det sannolikt kommer att ha positiva effekter. I vår förordning föreslås en plan med åtgärder för att mildra miljökonsekvenserna av kolanvändning för att uppväga de negativa effekterna av stödet.","Denna gradvisa metod måste fastställas tydligt i nedläggningsplanen. Planen måste också omfatta en minskande andel stöd under övergångsperioden."
"SV2_23","SV",2,"Denna gradvisa metod måste fastställas tydligt i nedläggningsplanen.","I vår förordning föreslås en plan med åtgärder för att mildra miljökonsekvenserna av kolanvändning för att uppväga de negativa effekterna av stödet. Den tredje och sista punkten jag vill ta upp är att eftersom målet med driftsstödet är att bidra till en övergång till nedläggning av gruvor som inte är konkurrenskraftiga, står det klart att dessa nedläggningar måste ske gradvis och inte kan äga rum förrän tidsfristen löper ut.","Planen måste också omfatta en minskande andel stöd under övergångsperioden. I vårt förslag fastställs därför en linjär minskning av stödet med en procentandel som tydligt syftar till att stödet ska upphöra i slutet av övergångsperioden."
"SV2_24","SV",2,"Planen måste också omfatta en minskande andel stöd under övergångsperioden.","Den tredje och sista punkten jag vill ta upp är att eftersom målet med driftsstödet är att bidra till en övergång till nedläggning av gruvor som inte är konkurrenskraftiga, står det klart att dessa nedläggningar måste ske gradvis och inte kan äga rum förrän tidsfristen löper ut. Denna gradvisa metod måste fastställas tydligt i nedläggningsplanen.","I vårt förslag fastställs därför en linjär minskning av stödet med en procentandel som tydligt syftar till att stödet ska upphöra i slutet av övergångsperioden. Nu när allt detta är sagt vill jag ännu en gång tacka Bernhard Rapkay och alla som bidrog till detta betänkande."
"SV2_25","SV",2,"I vårt förslag fastställs därför en linjär minskning av stödet med en procentandel som tydligt syftar till att stödet ska upphöra i slutet av övergångsperioden.","Denna gradvisa metod måste fastställas tydligt i nedläggningsplanen. Planen måste också omfatta en minskande andel stöd under övergångsperioden.","Nu när allt detta är sagt vill jag ännu en gång tacka Bernhard Rapkay och alla som bidrog till detta betänkande. Vi kommer att beakta parlamentets ståndpunkt om betänkandet, och vi fortsätter diskussionerna i rådet, naturligtvis i samråd med det belgiska ordförandeskapet."
"SV2_26","SV",2,"Nu när allt detta är sagt vill jag ännu en gång tacka Bernhard Rapkay och alla som bidrog till detta betänkande.","Planen måste också omfatta en minskande andel stöd under övergångsperioden. I vårt förslag fastställs därför en linjär minskning av stödet med en procentandel som tydligt syftar till att stödet ska upphöra i slutet av övergångsperioden.","Vi kommer att beakta parlamentets ståndpunkt om betänkandet, och vi fortsätter diskussionerna i rådet, naturligtvis i samråd med det belgiska ordförandeskapet. Mot bakgrund av parlamentets ståndpunkt och grundat på hur rådet ställer sig i frågan kommer kommissionen givetvis att framföra sin åsikt inom de närmaste veckorna."
"SV2_27","SV",2,"Vi kommer att beakta parlamentets ståndpunkt om betänkandet, och vi fortsätter diskussionerna i rådet, naturligtvis i samråd med det belgiska ordförandeskapet.","I vårt förslag fastställs därför en linjär minskning av stödet med en procentandel som tydligt syftar till att stödet ska upphöra i slutet av övergångsperioden. Nu när allt detta är sagt vill jag ännu en gång tacka Bernhard Rapkay och alla som bidrog till detta betänkande.","Mot bakgrund av parlamentets ståndpunkt och grundat på hur rådet ställer sig i frågan kommer kommissionen givetvis att framföra sin åsikt inom de närmaste veckorna."
"SV2_28","SV",2,"Mot bakgrund av parlamentets ståndpunkt och grundat på hur rådet ställer sig i frågan kommer kommissionen givetvis att framföra sin åsikt inom de närmaste veckorna.","Nu när allt detta är sagt vill jag ännu en gång tacka Bernhard Rapkay och alla som bidrog till detta betänkande. Vi kommer att beakta parlamentets ståndpunkt om betänkandet, och vi fortsätter diskussionerna i rådet, naturligtvis i samråd med det belgiska ordförandeskapet.",""
"SV3_1","SV",3,"Fru talman, herr Almunia, mina damer och herrar! Ingen betvivlar att kol är en viktig del av vår energiförsörjning.","","Det är också ett obestridligt faktum att gruvbranschen måste vara konkurrenskraftig och att subventioner inte är den rätta metoden. Frågan är nu om 2014 eller 2018 är den rätta slutpunkten för tidsfristen."
"SV3_2","SV",3,"Det är också ett obestridligt faktum att gruvbranschen måste vara konkurrenskraftig och att subventioner inte är den rätta metoden.","Fru talman, herr Almunia, mina damer och herrar! Ingen betvivlar att kol är en viktig del av vår energiförsörjning.","Frågan är nu om 2014 eller 2018 är den rätta slutpunkten för tidsfristen. Bernhard Rapkay framförde ett antal kloka argument som jag inte tänker upprepa."
"SV3_3","SV",3,"Frågan är nu om 2014 eller 2018 är den rätta slutpunkten för tidsfristen.","Fru talman, herr Almunia, mina damer och herrar! Ingen betvivlar att kol är en viktig del av vår energiförsörjning. Det är också ett obestridligt faktum att gruvbranschen måste vara konkurrenskraftig och att subventioner inte är den rätta metoden.","Bernhard Rapkay framförde ett antal kloka argument som jag inte tänker upprepa. Jag har bara en uppmaning till kommissionen."
"SV3_4","SV",3,"Bernhard Rapkay framförde ett antal kloka argument som jag inte tänker upprepa.","Det är också ett obestridligt faktum att gruvbranschen måste vara konkurrenskraftig och att subventioner inte är den rätta metoden. Frågan är nu om 2014 eller 2018 är den rätta slutpunkten för tidsfristen.","Jag har bara en uppmaning till kommissionen. I alla de medverkande parlamentsutskotten finns det ett majoritetsstöd för att göra konkurrenskraft till ett kriterium."
"SV3_5","SV",3,"Jag har bara en uppmaning till kommissionen.","Frågan är nu om 2014 eller 2018 är den rätta slutpunkten för tidsfristen. Bernhard Rapkay framförde ett antal kloka argument som jag inte tänker upprepa.","I alla de medverkande parlamentsutskotten finns det ett majoritetsstöd för att göra konkurrenskraft till ett kriterium. När det gäller tidsfristen måste vi helt enkelt se till att det finns tillräcklig flexibilitet för att medlemsstaterna ska kunna hålla belastningen på befolkningen, sysselsättningen och de ekonomiska strukturerna på en hanterbar nivå."
"SV3_6","SV",3,"I alla de medverkande parlamentsutskotten finns det ett majoritetsstöd för att göra konkurrenskraft till ett kriterium.","Bernhard Rapkay framförde ett antal kloka argument som jag inte tänker upprepa. Jag har bara en uppmaning till kommissionen.","När det gäller tidsfristen måste vi helt enkelt se till att det finns tillräcklig flexibilitet för att medlemsstaterna ska kunna hålla belastningen på befolkningen, sysselsättningen och de ekonomiska strukturerna på en hanterbar nivå. Det enda argument som har tagits upp och som råkar strida mot kommissionens konsekvensbedömning som i början verkade förespråka 2018 som slutår, var att miljöpolitiska skäl skulle kunna spela en roll här."
"SV3_7","SV",3,"När det gäller tidsfristen måste vi helt enkelt se till att det finns tillräcklig flexibilitet för att medlemsstaterna ska kunna hålla belastningen på befolkningen, sysselsättningen och de ekonomiska strukturerna på en hanterbar nivå.","Jag har bara en uppmaning till kommissionen. I alla de medverkande parlamentsutskotten finns det ett majoritetsstöd för att göra konkurrenskraft till ett kriterium.","Det enda argument som har tagits upp och som råkar strida mot kommissionens konsekvensbedömning som i början verkade förespråka 2018 som slutår, var att miljöpolitiska skäl skulle kunna spela en roll här. Jag vill ännu en gång betona att det inte gör någon skillnad för klimatet om vi eldar med importerat eller inhemskt kol."
"SV3_8","SV",3,"Det enda argument som har tagits upp och som råkar strida mot kommissionens konsekvensbedömning som i början verkade förespråka 2018 som slutår, var att miljöpolitiska skäl skulle kunna spela en roll här.","I alla de medverkande parlamentsutskotten finns det ett majoritetsstöd för att göra konkurrenskraft till ett kriterium. När det gäller tidsfristen måste vi helt enkelt se till att det finns tillräcklig flexibilitet för att medlemsstaterna ska kunna hålla belastningen på befolkningen, sysselsättningen och de ekonomiska strukturerna på en hanterbar nivå.","Jag vill ännu en gång betona att det inte gör någon skillnad för klimatet om vi eldar med importerat eller inhemskt kol. Min uppmaning till kommissionsledamoten är att överväga, om parlamentet och rådet framför nya argument av detta slag, om den fyraåriga tidsfristen skulle kunna leda till lite större flexibilitet från kommissionens sida."
"SV3_9","SV",3,"Jag vill ännu en gång betona att det inte gör någon skillnad för klimatet om vi eldar med importerat eller inhemskt kol.","När det gäller tidsfristen måste vi helt enkelt se till att det finns tillräcklig flexibilitet för att medlemsstaterna ska kunna hålla belastningen på befolkningen, sysselsättningen och de ekonomiska strukturerna på en hanterbar nivå. Det enda argument som har tagits upp och som råkar strida mot kommissionens konsekvensbedömning som i början verkade förespråka 2018 som slutår, var att miljöpolitiska skäl skulle kunna spela en roll här.","Min uppmaning till kommissionsledamoten är att överväga, om parlamentet och rådet framför nya argument av detta slag, om den fyraåriga tidsfristen skulle kunna leda till lite större flexibilitet från kommissionens sida. Det är så jag tolkar uttalandet nyss om att kommissionen skulle beakta frågan, och jag är tacksam för detta."
